# h,k,F.real,F.imag
-3, -6, -5.854961e-15, -4.440892e-15
-3, -5, 4.884981e-15, 1.942890e-15
-3, -4, -4.278523e-15, -1.687539e-14
-3, -3, -6.217249e-15, 2.220446e-15
-3, -2, -1.854479e-14, 1.421085e-14
-3, -1, 2.664535e-15, 2.886580e-15
-3, 0, -7.871790e-15, 2.309264e-14
-3, 1, 8.881784e-16, 5.773160e-15
-3, 2, -5.988661e-15, -3.552714e-15
-3, 3, 4.440892e-16, 4.440892e-16
-3, 4, 2.175126e-14, -1.776357e-14
-3, 5, 4.440892e-16, 6.661338e-16
-3, 6, -3.942893e-15, -6.217249e-15
-3, 7, -8.881784e-16, -3.663736e-15
-3, 8, -1.563377e-14, 6.217249e-15
-3, 9, -5.107026e-15, 5.662137e-15
-3, 10, -7.055381e-15, 1.776357e-15
-3, 11, -3.108624e-15, 8.514966e-15
-3, 12, 6.388608e-15, -4.884981e-15
-3, 13, -2.220446e-16, -3.515449e-15
-3, 14, -1.525153e-15, -1.110223e-15
-2, -14, 7.000374e+00, 1.654019e-14
-2, -13, 8.344268e-15, -5.551115e-16
-2, -12, 1.785402e+00, -9.894849e-16
-2, -11, -9.992242e-15, -7.105427e-15
-2, -10, 1.209027e+01, 1.530648e-14
-2, -9, -1.787900e-14, -9.547918e-15
-2, -8, 4.555548e+00, -6.585738e-15
-2, -7, 1.417698e-15, -1.487699e-14
-2, -6, 2.272270e+01, 2.565591e-14
-2, -5, 9.638674e-15, -1.332268e-15
-2, -4, 5.106223e+00, 2.248108e-16
-2, -3, -1.854479e-14, 1.332268e-14
-2, -2, 5.368585e+01, 1.247801e-14
-2, -1, 1.176780e-14, -1.776357e-15
-2, 0, 1.939346e+01, -1.387041e-15
-2, 1, 2.214800e-16, 0.000000e+00
-2, 2, 5.368585e+01, 0.000000e+00
-2, 3, -5.988661e-15, 4.440892e-15
-2, 4, 5.106223e+00, 6.652118e-16
-2, 5, 1.361665e-15, 5.773160e-15
-2, 6, 2.272270e+01, -1.241162e-14
-2, 7, -3.459581e-15, -3.108624e-15
-2, 8, 4.555548e+00, 5.869224e-15
-2, 9, -2.454156e-15, 8.215650e-15
-2, 10, 1.209027e+01, -4.125851e-15
-2, 11, -6.197638e-15, 1.587619e-14
-2, 12, 1.785402e+00, 4.857128e-17
-2, 13, -4.404481e-15, 2.109424e-15
-2, 14, 7.000374e+00, -7.477504e-15
-1, -14, 2.584052e-15, 2.220446e-16
-1, -13, -4.662937e-15, 4.910757e-15
-1, -12, -1.457419e-15, 1.421085e-14
-1, -11, 8.659740e-15, 6.719276e-16
-1, -10, -3.000656e-15, -9.325873e-15
-1, -9, 7.327472e-15, -4.844109e-15
-1, -8, -1.527058e-14, -3.996803e-15
-1, -7, -2.442491e-15, -1.843815e-15
-1, -6, -6.443093e-15, -1.065814e-14
-1, -5, -9.769963e-15, 4.440892e-16
-1, -4, -9.379876e-15, 8.881784e-15
-1, -3, 2.664535e-15, 2.442491e-15
-1, -2, 1.176780e-14, -1.776357e-15
-1, -1, -3.552714e-15, 6.217249e-15
-1, 0, -1.117595e-14, -7.105427e-15
-1, 1, 3.552714e-15, 8.881784e-16
-1, 2, 2.214800e-16, 0.000000e+00
-1, 3, 1.776357e-15, -5.773160e-15
-1, 4, -3.477450e-15, -8.881784e-16
-1, 5, 3.552714e-15, 2.692291e-15
-1, 6, -7.664338e-15, 0.000000e+00
-1, 7, -3.996803e-15, -4.440892e-15
-1, 8, -8.721672e-15, 4.884981e-15
-1, 9, 4.662937e-15, -6.315155e-15
-1, 10, -1.093425e-14, 4.440892e-16
-1, 11, -3.219647e-15, 1.207947e-14
-1, 12, -5.642303e-15, 6.661338e-15
-1, 13, 4.662937e-15, 2.478199e-16
-1, 14, 4.161195e-15, 0.000000e+00
0, -14, -9.351785e-01, 8.104840e-15
0, -13, 4.993494e-15, -7.438494e-15
0, -12, 1.132871e+00, 2.988682e-14
0, -11, -3.072569e-14, -5.995204e-15
0, -10, 6.558854e+00, -1.778039e-14
0, -9, -1.436363e-14, -3.219647e-14
0, -8, 3.303750e+01, 1.304354e-14
0, -7, 3.032642e-14, -2.220446e-14
0, -6, 5.758558e-01, 3.751458e-15
